project_num,project_name,SowKey
513142,WAB | Content + SEO,
524522,WAB | Creative Collateral,Western Alliance Bank - Creative Collateral Redesign Project SOW
520764,WAB | D4M Platform Setup & Support,LT - WAB D4M SOW - Fully Executed
532329,WAB | Drupal Maintenance Retainer,
528783,WAB | Recruitment Campaign,
512860,WAB | Retainer [SALES],
519652,WAB | Splash Implementation Support,Western Alliance Bank- Splash SOW_Fully Executed
530549,WAB | Website Launch,
504591,Western Alliance Bank Email Marketing Strategy,Western Alliance Bank - Email Marketing Strategy SOW & MSA
33330,Winter 2015 Inspirato Magazine (Digital),
415508,Wisdom - Amazon Private Label - Branding & Creative,
423871,Wisdom - FY20 Retainer,
423763,Wisdom - Monk Fruit - Branding & Creative,
482402,Wisdom | 2021 Retainer,
534086,Wisdom | 2022 Retainer,
467582,Wisdom | Sales - 2020,
495953,Wisdom | Social Videos,
494391,Wisdom | Website Redesign,
348805,Wordpress deployment project,
243959,Workrelease Prototype,
36093,WWH - Wally Walls,
576808,Yaamava Collection 86 Website,
558656,Yaamava Entertainment Phase 2,
574920,Yaamava Website Support Retainer by Project 22/23,
575680,Yaamava | Base Maintenance 22/23,
613714,Yaamava | Collection 86 Cigar and Beer Pages,
610439,Yaamava | Design Fundamentals (Creative Retainer),
556610,Yaamava | Digital Media & SEO Audit,
562799,Yaamava | LED Boards,
652732,Yaamava | Next Level Career Blog Retainer 2024,
554082,Yaamava | Next Level Casino Career Content,
539327,Yaamava | Next Level Casino Careers Microsite,
653258,Yaamava | Next Level Social Media 2024,
629640,Yaamava | Website Support Retainer 23/24,
554343,Yaamava | Yaamava Entertainment Phase 1,
587955,Yaamava' Collection 86 Video,
626065,Yaamava' | Next Level | Website Updates 2023,
568199,Yaamava' | NLCC Content / Blog Creation,
630993,Yaamava' | Palms Sizzle Reel,
399471,YoKi App,Your Kitchen Restaurants (YoKi) - Mobile App Destination Page POS Consulting SOW - 09.24.19
273673,ZOE - Brand Architecture & Strategy,Zoe Holding Brand Strategy & Planning SOW - 06.22.17
280729,ZOE - Non-Billable,
415751,Zoo | Brand Campaign,
